integration_status,organization,data_domain,theme_category,thematic_field,nature,environment,subthematic,exposure_factor_category,dataset_name,acronym,description,filter,search_engine,integration_status,license_name,licence_type,restrictions,downloadable,broadcast_mode,geospatial_data,geographical_geospatial_coverage,administrative_territory_coverage,geographical_information_level,projection_system,related_geographical_information,related_referentials,year_start,year_end,year,temporal_scale,update_frequency,automatic_update,last_updated,format,data_format,metrics_registered_elements,Volume,measurement_data,documentation,missing_data,compliance,pricing,contact,last_inserted,last_modification,comment,related_datasets,other_access_points,link,
false,IGN,,,,,,,,Plan IGN,,,,,,,,,,,,,,,,,,,,,Non renseigné,,,,,,,,,,,,Gratuit,,,,,,,,
true,IMT Nord Europe,Environnement,Environnement,Air,,Air,Qualité de l’air : pollution atmosphérique ,Polluants de l’air,Observatoire national de Mesure et d’Evaluation en zone Rurale de la pollution Atmosphérique à longue distance,MERA,"Dépôts atmosphériques (composés inorganiques majeurs, métaux lourds, HAP), les composés gazeux (O3, NO2, Composés Organiques Volatils) et particulaires (gravimétrie des PM10 et PM2,5, métaux lourds et HAP dans les PM10, spéciation des PM2,5) et les paramètres météorologique",true,false,true,Non renseigné,,,true,,true,FXX,France métropolitaine,Point de mesure,,false,,1990,,1990 - en cours,Variable,Annuelle,false,,Esri ASCII grid,,,,true,Aucune disponible en ligne,,/,Gratuit,stephane.sauvage@mines-douai.fr,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Bases de données ATMO,,http://ebas.nilu.no/,
true,INERIS,Environnement,Environnement,Air,,Air,"Emissions atmosphériques des secteurs de l'industrie, du transport, tertiaire et agricole ",Polluants de l'air,Inventaire National Spatialisé des émissions atmosphériques,INS,"Acidification, eutrophisation, effet de serre, ETM, POP, HAP, Poussières. Classés par catégorie. Au total 641 substances.",true,false,true,Non renseigné,,Accès restreint sur les données horaires et journalières et pour des secteurs d'activités fins,true,,true,FRA,France métropolitaine et DROM,Région / Département / Commune / Maille 1kmx1km,,,,2004,2012,2004 - 2007 - 2012,H/D/M/Y,Régulière,,,CSV / PNG,"[""carte"",""texte"",""nombre""]",,,false,Aucune disponible en ligne,,,Gratuit,INERIS,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,INS alimente la base PREV’AIR,,,http://emissions-air.developpement-durable.gouv.fr/index.html,
true,INERIS,Environnement,Santé,Air,,Air,Qualité de l'air dans les établissements recevant du public ,Polluants de l'air intérieur,Surveillance de la qualité de l'air dans les établissements recevant du public,INTAIRIEU R,"Description générale de l'établissement (type de construction, ventilation,...), prélèvements et résultats d'analyse correspondants sur les substances visées par le décret du 05 janvier 2012",false,false,false,Non renseigné,,Accès sur demande,false,,true,FRA,France métropolitaine et DROM,Etablissement / Adresse,,false,,2014,,2014 - en cours,Non renseigné,6M/Y7,,,CSV,,,,true,Aucune disponible en ligne,,,Gratuit,INERIS,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,https://surveillance-air-interieur.ineris.fr/,
false,INERIS,Environnement,Environnement,Sols,,Sols,Indicateurs d'exposition spatialisés agrégés et combinés ,,Atlas régionaux des inégalités environnementales,PLAINE,"Construction des cartes environnementales et d’exposition des atlas régionaux réalisées pour quatre Eléments Traces Métalliques (ETM) (Cd, Cr, Ni, Pb) et HAP",false,false,false,Non renseigné,,Données brutes disponibles sur demande,,,true,FXX,France métropolitaine,Région,,false,,2009,,2009 - en cours,None,Irrégulière,false,,PDF,,,,false,Méthodologie disponible,,,Gratuit,INERIS,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,"Atlas des métaux lourds disponible en PDF seulement. Croisement des démarches d'évaluation de l'exposition et de la modélisation multimédia, interfaces dans un Système d'Information Géographique (SIG). Intégration des données eau, air et sol pour la construction d'indicateurs combinés",,,https://www.ineris.fr/fr/dossiers-thematiques/tous-dossiers-thematiques/inegalites-environnementales/atlas,
false,INERIS,Environnement,Environnement,Air,,Air,Qualité de l'air,Polluants de l'air,PREV'AIR,,"Système opérationel de prévision de la qualité de l'air. Modélisation des concentrations d'ozone, NO2, PM10, PM2.5, en moyenne journalière et en pics horaires sur l'Europe et la France",,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FXX,France métropolitaine,LatitudeLongitude,,,,2021,2021,02/2021 - 03/2021,D,Quotidienne,true,2021-01-22T00:03:00.000Z,NetCDF,,,,false,Metadonnées et explications sur les modèles utilisés disponibles,,/,Gratuit,prevair@ineris.fr,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,"Pour des raisons de stockage, seules les prévisions et les analyses sur le mois passé sont disponibles. Un fichier de renseignement est à remplir pour accèder (de manière limitée) à des données supplémentaires",GEOD'AIR,,https://www.data.gouv.fr/fr/datasets/mise-a-disposition-de-donnees-de-qualite-de-lair-sur-la-france-www-prevair-org-1/#_,
true,INERIS,Environnement,Environnement,Air,,Air,Qualité de l’air : pollution atmosphérique ,Polluants de l'air,Xenair,,"The XENAIR project will investigate the association of breast cancer risk (overall and by hormone receptor status) with chronic exposure to selected air pollutants, including particulate matter, nitrogen dioxide (NO2), ozone (O3), BaP, dioxins, PCB-153, and cadmium. Une convention a été élaborée par ATMO France avec le Centre de recherche Léon Bérard afin de valoriser les données issues de Gazel Air dans le cadre du projet Xenair, financé par la Fondation ARC pour la recherche sur le cancer.",false,false,false,Non renseigné,,"Données non accessibles, utilisées/produites dans le cadre d'un projet, à partir des données de Gazel'Air",false,,true,,Non renseigné,Non renseigné,,false,,,,Non renseigné,Non renseigné,Non renseigné,,,Non renseigné,,,,false,,,,Non renseigné,,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,,
true,IRSN,Environnement,Environnement,Sols,,Sols,Anciens sites miniers français d'uranium ,Pollutions du sol,Mimausa,,"Localisation des sites miniers, données disponibles sur les sites miniers (fiches de synthèse, fiches détaillées)",true,false,true,Non renseigné,,,true,,true,FXX,France métropolitaine ,Point de mesure,,false,,2003,,2003 - en cours,None,Régulière,,2019-01-19T00:06:00.000Z,HTML / PDF,"[""carte"",""texte""]",241 sites,,false,"Glossaire, guide d'utilisation, présentation programme",,/,Gratuit,IRSN,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,Fiche de synthèse des sites téléchargeable une à une manuellement .  Carte uniquement visualisable,,,https://mimausabdd.irsn.fr/,
false,IRSN,Environnement,Environnement,Agents Physiques,Agents Physiques,,Radioactivité,Radioactivité,Hydrotéléray,,Mesure en continu dans les eaux usées,true,false,true,Non renseigné,,,true,,true,FRA,France et DROM,Site / Commune,,,,1991,,1991 - en cours,M ,Mensuelle,true,2021-01-29T00:02:00.000Z,CSV / HTML,"[""texte"",""chiffres"",""cartographie""]",,,true,Brèves explications disponibles en ligne,,,Gratuit,IRSN,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,,https://www.mesure-radioactivite.fr/#/ (RNM),
false,IRSN,Environnement,Environnement,Agents Physiques,Agents Physiques,,Rayonnements ionisants,Radioactivité,Téléray,,Rayonnement gamma dans l'air ambiant,true,false,true,Non renseigné,,,true,,true,FRA,France et DROM,Site / Commune,,,,1993,,1993 - en cours,D,Temps réel,true,2021-01-29T00:02:00.000Z,CSV / HTML,"[""texte"",""chiffres"",""cartographie""]",400+ balises,,true,Brèves explications disponibles en ligne,,,Gratuit,IRSN,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,https://remon.jrc.ec.europa.eu/ (Remon)http://teleray.irsn.fr/#mappage&ui-state=dialog,https://www.mesure-radioactivite.fr/#/ (RNM),
true,IRSN| ASN,Environnement,Environnement,Agents Physiques,Agents Physiques,,Radon émis par les formations géologiques,Radioactivité,Cartographie du potentiel radon des formations géologiques,,Cartographie des zones sur lesquelles la présence de radon à des concentrations élevées dans les bâtiments est la plus probable.,true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA+SPM+BLM+MAF+WLF+PYF+NCL,France métropolitaine et DROM-COM,1:1000 000/ Commune,,,,2008,,2008 - en cours,Variable,Irrégulière,false,2019-01-01T00:05:00.000Z,HTML / Esri Shape / CSV,"[""Carte"",""vector"",""texte""]",,,false,Explication et méthodologie disponible sur le site de l'IRSN,,/,Gratuit,IRSN,2021-01-04T00:03:00.000Z,2021-01-04T00:03:00.000Z,"Données par commune visualisable via cartographie ; Compte-tenu de la résolution spatiale des informations utilisées, les cartes proposées par l’IRSN ne peuvent être exploitables que jusqu’à l’échelle de la commune. Le potentiel radon ainsi fourni ne présage en rien des concentrations présentes dans les bâtiments, celles-ci dépendant de multiples autres facteurs ; Travail de croisement de cette carte avec l'ensemble des mesures existantes dans les bâtiments",,Portail de l'IRSN,https://www.data.gouv.fr/fr/datasets/connaitre-le-potentiel-radon-de-ma-commune/#_,
true,Météo France,Environnement,Environnement,Air,,Air,Météorologie,Facteurs météorologiques/polluants de l'air,Données SYNOP,,"Données d'observations issues des messages en code synoptique international d’observation en surface (SYNOP) circulant sur le système mondial de télécommunication (SMT) de l’Organisation météorologique mondiale (OMM). Paramètres atmosphériques mesurés (température, humidité, direction et force du vent, pression atmosphérique, hauteur de précipitations) ou observés  (temps sensible, description des nuages, visibilité) depuis la surface terrestre. Selon instrumentation et spécificités locales, d'autres paramètres peuvent être disponibles (hauteur de neige, état du sol, etc.)",false,true,false,Non renseigné,,Données payantes,false,,true,FRA,France et DROM,Point de mesure,,,,,,en cours,H,Temps réel,true,,CSV,"[""ascii"",""chiffres"",""date""]",,,true,Fichier d'exemple et description des paramètres,,/,Payant,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=91&id_rubrique=32,
true,Météo France,Environnement,Environnement,Air,,Air,Climatologie,Facteurs météorologiques,Données horaires,,"Données climatologiques de toutes les stations françaises depuis leur ouverture, pour tous les paramètres disponibles. Ces données ont subi un contrôle climatologique. L'accès à toute la profondeur de la base de données est possible, avec une très vaste gamme de paramétrisation.",false,true,false,Non renseigné,,Données payantes,false,,true,FRA,France et DROM,Point de mesure,,false,,,,en cours,H,Temps réel,true,,Excel XLSX / HTML / Esri ASCII grid,"[""nombres"",""date""]",,,true,Fichier d'exemple,,/,Payant,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=110&id_rubrique=37#,
true,Météo France,Environnement,Environnement,Air,,Air,Prévision de la chimie atmosphérique et transport,Polluants de la intérieur,Modèle global de chimie atmosphérique et de transport,,"Résultats du modèle francais de prévision de composition chimique et de transports atmosphériques (MOCAGE Qualité de l'Air) sous forme de champs de prévisions en points de grille pour 120 espèces gazeuses (Ozone, CO, CO2, U.V. etc.) et 4 aérosols (carbonés, désertiques, anthropiques et marins). Paramètres, niveaux, échéances et domaines paramétrables selon diverses résolutions et échéances de 12 h à 108 h par pas de 1h, 3h ou 6h sur le monde (forçage par un modéle global), ou la France (forçage par un modéle à aire limité)",false,true,false,Licence Ouverte Etalab,Attribution,Données sous une licence ouverte mais demande requise pour la mise à disposition,false,,true,FRA,France et DROM,LatitudeLongitude,,false,,,,en cours,H/H3,Quotidienne,true,,GRIB2,,,,false,Modèle MOCAGE expliqué,,/,Frais de mise à disposition,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=200&id_rubrique=42,
true,Météo France,Environnement,Environnement,Air,,Air,Prévision atmosphérique,Facteurs météorologiques/polluants de l'air,Données de modèle de prévision d'ensemble ARPEGE,,"Champs de prévision en points de grille régulière sur différents domaines géographiques issus du modèle de prévision atmosphérique global français Arpege. Données probabilistes constituées de l'ensemble des 35 runs de prévision déterministe à courte échéance. Paramètres, niveaux, échéances et sous-domaines paramétrables selon diverses résolutions et échéances jusqu'à H+108 h maximum par pas de 3 ou 6 h selon le domaine géographique",false,true,false,Licence Ouverte Etalab,Attribution,Données sous une licence ouverte mais demande requise pour la mise à disposition,false,,true,Monde,France et DROM,LatitudeLongitude,,false,,2004,,2004 - en cours,H3/H6,H12,true,,GRIB2 / Esri ASCII grid,,,,,Caractéristique du modèle de prévision ARPEGE,,/,Frais de mise à disposition,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=199&id_rubrique=42,
true,Météo France,Environnement,Environnement,Air,,Air,Prévision atmosphérique,Facteurs météorologiques/polluants de l'air,Données de modèle Arpège essentielles OMM,,"Champs d'analyse et de prévision en points de grille issus du modèle de prévision atmosphérique français Arpège sur une grille globale à résolution 2°5. Les données sont réactualisées deux fois par jour, et disponibles jusqu'à 4 jours d’échéance de prévision, par pas de 24 h, au niveau de la mer, 850 et 500 hectopascals (environ 1500 et 5500 mètres d'altitude).",true,true,true,Licence Ouverte Etalab,Attribution,,true,,true,Monde,France et DROM,LatitudeLongitude,,false,,,,en cours,D,H12,true,,GRIB2 / PNG / TIFF,"[""images"",""binaire""]",,,false,Guide d'utilisation de l'API,,/,Gratuit,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=201&id_rubrique=42,
true,Météo France,Environnement,Environnement,Air,,Air,Prévision atmosphérique,Facteurs météorologiques/polluants de l'air,Données de modèle atmosphérique à aire limitée,,"Champs d'analyse et de prévisions en points de grilles, issus du modèle atmosphérique Aladin sur 5 domaines (France métropolitaine, Antilles-Guyane, Rénuion, Polynésie, Nouvelle-Calédonie). Paramètres, niveaux, échéances et domaines paramétrables selon diverses résolutions et échéances jusqu'à H+84h.",false,true,false,Licence Ouverte Etalab,Attribution,Données sous une licence ouverte mais demande requise pour la mise à disposition,false,,true,FXX+GLP+MTQ+GUF+REU+PYF+NCL,France et DROM-COM,LatitudeLongitude,,false,,2012,,mars 2012 - en cours,H/H3,H12,true,,GRIB2 / Esri ASCII grid,,,,false,"Glossaire des paramètres, Fichier d'exemple, Documentation du modèle Aladin",,/,Frais de mise à disposition,Virginie Schwartz,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=238&id_rubrique=42,
true,MTES,Environnement,Environnement,Sols,,Sols,Sites et sols pollués,Polluants du sol (composés organiques et métaux),BASOL,,"Sites et sols pollués (ou potentiellement pollués) appelant une action des pouvoirs publics, à titre préventif ou curatif. Identification et localisation du site, caractérisation du site, description du site, situation technique du site et caract􏰁risation de l􏰀impact, utilisation et environnement du site, impacts constat􏰁s, surveillance du site et restriction d􏰀usage, traitements effectués",true,true,,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Point de mesure / Adresse / Coordonnées xy,Lambert93/Lambert2 étendu,false,,1992,,1992 - en cours,None,Irrégulière,false,,CSV / HTML / JSON,,9 174 sites,"61,2 Mo",false,Explication disponible sur georisque,,RGPD (CNIL),Gratuit,Direction de la prévention des pollutions et des risques,2021-01-11T00:02:00.000Z,2021-01-11T00:02:00.000Z,BASOL contient la majeure partie des sites pollués suivis par l'inspection des installations classées. Les sites n'appelant plus d'action de la part des pouvoirs publics sont régulièrement transférés de BASOL dans BASIAS. Action d'amélioration de la géolocalisation des sites par les DREAL en cours dans les différentes régions. BASOL ne couvre pas tous les types de pollution et ne contient pas la liste exhaustive des sites.,BASIAS / SIS,DataGouv | Géorisque,https://www.georisques.gouv.fr/articles-risques/basol#acces-aux-donnees-,
true,DGS / Ministère de la Santé et des Solidarités,Environnement,Environnement,Eaux,,Eau,Qualité des eaux,Polluants de l'eau de boisson,Système d'information en Santé-Environnement sur les Eaux,SISE-Eaux,"Descriptif général des installations de captage, production et distribution des eaux ; Descriptif des sites de baignade ; Descriptif des points de surveillance ; Résultats d'analyses du contrôle sanitaire des eaux destinées à la consommation humaine, des eaux minérales, des eaux de baignade et pour certains départements des eaux de piscine",,false,true,Licence Ouverte Etalab,Attribution,"Données nominatives s'agissant des points de surveillance et données sensibles s'agissant des installations. Pas de restriction pour les résultats d'analyses des eaux brutes souterraines, des eaux destinées à la consommation humaine et des eaux de baignade (résultats en ligne sur Internet)",true,,true,FRA,France métropolitaine et DROM,Point de mesure / Coordonnées xy,,,,1994,,1994 - en cours,None,Semestrielle,false,2021-01-01T00:01:00.000Z,Excel XLS / Plain text,,22 482 points d'eau,,true,,,Restriction quant à la localisation précise des installations,Gratuit,DGS,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,Fiches téléchargeables via portail ADES (sélection du point d'eau) / 1 point d'eau = 1 fiche descriptive + analyses,BSS,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,https://ades.eaufrance.fr/Recherche,
true,MTES,Environnement,Environnement,Eaux/Pesticides,Pesticides,Eau,Pollution des eaux souterraines,Pesticides/biocides/NDVI,Pesticides dans les eaux souterraines,,Des informations sur la contamination des eaux souterraines par les pesticides sont régulièrement diffusées.Elles s'appuient sur l'exploitation des données provenant du réseau de surveillance des nappes souterrainesqui comprend près de 2 200 stations de mesures réparties sur le territoire français (métropole et outremer).,false,true,true,Licence Ouverte Etalab,Attribution,Oui,true,,true,FRA,France métropolitaine et DROM,Point de mesure / Coordonnées xy / Code INSEE,,,,2007,,2007 - 2012,Y,Annuelle,false,2012-01-01T00:01:00.000Z,CSV,"[""texte"",""integer""]",2 200 stations,1-45 Mo,true,Dictionnaire des variables et explications des résultats disponibles sur datagouv,,/,Gratuit,MTES,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,Plusieurs fichiers disponibles par année / Jeu de données disponible de 2007 à 2012 , Moyenne des concentrations annuelles par pesticide et par station,ADES,,https://www.data.gouv.fr/fr/datasets/pesticides-dans-les-eaux-souterraines/#_
true,MTES,Environnement,Environnement,Pesticides,Pesticides,,Biocides,Pesticides/biocides/NDVI/métaux,Produits Biocides,,Base de données de produits biocides déclarés,false,true,true,Licence Ouverte Etalab,Attribution,,true,,false,,,,,false,,,,N/A,None,Irrégulière,false,2018-01-01T00:10:00.000Z,CSV,,23 087 produits / 32 680 compositions / 5 027 phrases R / 112 002 phrases S / 31 664 symboles danger / 99 376 usages,"21,6 Mo",false,Aucune en ligne,,/,Gratuit,MTES,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,,,,https://www.data.gouv.fr/fr/datasets/produits-biocides-30381961/,
true,MTES,Environnement,Environnement,Sols/Eaux/Air,,Sols/Eau/Air,Emissions polluantes et Déchets,,Registre Français des émissions polluantes,IREP,"Ce registre des rejets et des transferts de polluants (RRTP) est un inventaire national :- des substances chimiques et/ou des polluants potentiellement dangereux rejetés dans l'air, l'eau et le sol- de la production et du traitement des déchets dangereux et non dangereuxDéclaration annuelles des déchets et des émissions polluantes dans l'air, l'eau, le sol par les exploitants des installations classées soumises à l'arrêté du 31 janvier 2008 ; Les déclarations portent sur 160 polluants dans l'air et dans l'eau, 130 dans le sol et environ 850 déchets",false,true,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,Site / Coordonnées xy,,false,,2003,,2003 - en cours,None,Irrégulière,false,2021-01-01T00:01:00.000Z,CSV,"[""Texte"",""integer""]",8 000 émissions / 10 365 établissements / 2 179 prélèvements / 76 898 déchets dangereux / 12 762 déchets non dangereux / 70 366 traitement dech. Dang. / 34 918 traitement dech. Non Dang.,60 Mo,false,Explication disponible sur georisque,,,Gratuit,georisques@developpement-durable.gouv.fr,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,,,Géorisques,https://www.data.gouv.fr/fr/datasets/registre-francais-des-emissions-polluantes/#_,
true,SDES / MTES,Environnement,Environnement,Sols,,,Occupation des sols,Pesticides/biocides/NDVI,CORINE Land Cover,CLC,"Inventaire biophysique de l’occupation des sols et de son évolution selon une nomenclature en 44 postes. Cet inventaire est produit par interprétation visuelle d'images satellite. L'échelle de production est le 1/100 000. CLC permet de cartographier des unités homogènes d’occupation des sols d’une surface minimale de 25 ha. Cette base de données a été initiée en 1985. Les millésimes 1990, 2000, 2006, 2012 et 2018 ont été réalisés.",false,false,true,Licence Ouverte Etalab,Attribution,,true,,true,FRA,France métropolitaine et DROM,25 ha / 1:100000,,false,,1990,2018,1990 – 2000 - 2006- 2012- 2018,None,Y6,false,2018-01-01T00:01:00.000Z,MapInfo TAB file / E00 / Esri Shape,,N/A,918 Mo,false,Métadonnées + Légende,,,Gratuit,http://www.statistiques.developpement-durable.gouv.fr/n ous-contacter.html,2021-01-12T00:02:00.000Z,2021-01-12T00:02:00.000Z,"Les données couvrent la métropole et les départements d’outre-mer depuis 2000, à l’exception de Mayotte qui est couvert depuis 2006.Pour la Guyane, seule une bande de 20 km de large le long du littoral et de l'aval des fleuves frontaliers est cartographiée ; Comparaison avec d’autres bases d’occupation du sol (paramètres à prendre en compte) : • Echelle d’utilisation : attention aux comparaisons avec des bases dont la précision est différente, par exemple, données d’occupation de la forêt de l’Inventaire Forestier National (IFN). • Correspondances entre nomenclatures : les liens sont rarement univoques. • Type de base : CORINE Land Cover est une base de polygones cartographiant l’occupation majoritaire du territoire, attention aux comparaisons avec des bases ponctuelles telles que Lucas, Teruti,… • Enfin, tenir compte de la date des données",Base des changements (données sur les portions des territoires ayant changées d'occupation),DataGouv  | Géoportail,https://www.statistiques.developpement-durable.gouv.fr/corine-land-cover-0,
false,BARPI / DGPR / MTES,Environnement,Population et société,,,Sols/Air/Eau,Accidentologie,Indicateurs socio-démographiques,"Analyse, Recherche et Information sur les Accidents",ARIA,,true,false,true,Non renseigné,,,true,,true,FRA+SPM+BLM+WLF+PYF+NCL,France métropolitaine et DROM-COM + étranger,Commune,,false,,,,Non renseigné,None,Annuelle,false,,CSV / PDF,,54 000+ accidents,"20,6Mo",false,Explication disponible sur le site ARIA,,,Gratuit,barpi@developpement-durable.gouv.fr,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,"BDD non téléchargeable dans son entiereté depuis le site ARIA, obligé de passer par DataGouv et via source moins fiable. La bdd ARIA n’a pas l’ambition d’être exhaustive. Seuls les accidents / incidents / presque accidents qui concourent à valoriser le retour d’expérience comme outil de prévention et de réduction du risque sont capitalisés dans ARIA. On peut toutefois considérer que, depuis déjà plusieurs années, les accidents survenus dans les établissements à risque majeur et les accidents mortels survenus dans les installations classées sont répertoriés de façon quasi-systématique.",ICPE,ARIA,https://www.data.gouv.fr/fr/datasets/analyse-recherche-et-information-sur-les-accidents/,
true,MTES,Environnement,Environnement,, Biodiversité,,Recensement des sites naturels/ biodiversité ,NDVI,Natura 2000,,"Sites naturels européens, terrestres et marins, identifiés pour la rareté ou la fragilité des espèces sauvages, animales ou végétales, et de leurs habitats.",false,true,true,Non renseigné,,,true,,true,FXX,France métropolitaine,Coordonnées xy / Code INSEE,,,,2007,,2007 - en cours,None,Régulière,false,2020-01-01T00:12:00.000Z,MDB / XML / CSV,"[""Texte"",""nombre""]",1800+ sites,"25,4 Mo",false,Description des tables et des attributs,,/,Gratuit,INPN,,,,BD-Carthage,DataGouv | Geoportail,https://inpn.mnhn.fr/site/natura2000/stats,
true,MTES,Environnement,Transports,Agents Physiques,Agents Physiques,,Bruit,Bruit,Plan de gêne sonore,PGS,Visualisation des plans de gêne sonore (PGS) aux abords des aéroports. Les plans de gêne sonore délimitent des zones dans lesquelles les riverains peuvent bénéficier d’une aide à l’insonorisation de leur logement,true,true,false,Non renseigné,,Données visualisables uniquement,false,,true,FXX,France métropolitaine,,,false,,,,,None,Irrégulière,false,,HTML,,/,/,false,,,,Gratuit,,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,Données non diffusées sur la France entière mais disponibles sur le site des départements/régions,,,https://www.geoportail.gouv.fr/donnees/plan-de-gene-sonore-pgs,
false,SDES / MTES  | DGFIP,Environnement,Population et société,, Indicateurs géographiques et socio-démographiques,,Locaux à usage d'habitation,Indicateurs socio-démographiques / polluants de l'air intérieur,Fichier des logements à la commune,FILOCOM,"Le fichier contient à la fois des informations quantitatives et localisées décrivant des logements, mais aussi sur leurs occupants. La présence d'un identifiant logement unique et stable dans le temps permet de reconstituer les parcours des logements",false,false,false,Non renseigné,,"La diffusion des données Filocom doit respecter trois conditions :1. Le secret statistique,2. La finalité des traitements (définie par l'arrêté autorisant la création de Filocom et les protocoles d'accord que nous avons avec la DGFiP),3. Et la nature des destinataires des données (qui doivent secrétisées et transmises avant d'être agrégées).(Convention SDES-DGFIP)FiDéLI (INSEE) met à disposition des statistiques au travers d'une API.",,,true,FRA,France et DROM (depuis 2015),Commune / IRIS,,,,1995,,1995 - 1997- 1999- 2001- 2003- 2005- 2007- 2009- 2010- 2011- 2013- 2015 - 2017,None,Y2,false,2017-01-01T00:01:00.000Z,CSV / Plain text,"[""texte"",""chiffres""]",,,false,Metadonnées et méthodologie pour la collecte,,Secret professionnel et statistique / RGPD (données personnelles),Gratuit,SDES,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,,https://www.casd.eu/source/fichier-des-logements-par-communes/?tab=1,
true,OIEau,Référentiel,Environnement,Eaux,,Eau,Référentiel hydrographique français,,BD Topage,,"La BD TOPAGE® se compose des jeux de données * des cours d'eau, plans d'eau, tronçons hydrographiques, surfaces élémentaires, noeuds hydrographiques (sources et exutoires), limites terre-mer, bassins hydrographiques et bassins versants topographiques (ces trois derniers jeux de données * seront remplacés par des données plus précises à moyen terme).",false,true,,Licence Ouverte Etalab,Attribution,,true,,true,FXX,France métropolitaine ,LatitudeLongitude ,Lambert93/WGS84,false,,2019,,2019,None,Annuelle,,2021-01-01T00:01:00.000Z,Esri Shape / GEOJSON / SQL,,,,false,Métadonnées et Dictionnaires,,,Gratuit,contact.geoservices@ign.fr,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,,,,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3b3d3c56-d9b6-4625-a57e-ba054e798274,
true,OIEau,Environnement,Environnement,Eaux,,Eau,Cartographie des masses d'eau sensibles à la pollution,Polluants de l'eau,Zones sensibles - France entière,,"L'article R211-94 du code de l'environnement, transposant dans le droit français l'article 5 et l'annexe II de la directive Eaux Résiduelles Urbaines (91/271/EEC UWWT) définit les zones sensibles comme les masses d'eau particulièrement sensibles aux pollutions, notamment celles dont il est établi qu'elles sont eutrophes ou pourraient devenir eutrophes à brève échéance si des mesures ne sont pas prises, et dans lesquelles les rejets de phosphore, d'azote ou de ces deux substances doivent, s'ils sont cause de ce déséquilibre, être réduits.",false,true,,Licence Ouverte Etalab,Attribution,,true,,true,FRA+MAF+BLM,France métropolitaine et DROM,LatitudeLongitude / 1:50000,,false,,2018,,2018,None,Irrégulière,,2021-01-19T00:03:00.000Z,Esri Shape / SQL ,,,,false,Métadonnées et Dictionnaires,,,Gratuit,sandre@sandre.eaufrance.fr,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,,,,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/de76fc76-3285-45ff-8e46-b54cc34ee870,
